age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
37, Private, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,48, United-States, >50K,27828
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female,12, United-States, <=50K,-2179
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2407
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,45, United-States, >50K,7688
58, Private, Bachelors, Widowed, Exec-managerial, White, Male,40, United-States, >50K,8614
48, Private, Bachelors, Married-civ-spouse, Tech-support, White, Female,40, United-States, >50K,99999
61, Other, HS-grad, Divorced, Other, White, Male,40, United-States, <=50K,4865
79, Private, 7th-8th, Widowed, Priv-house-serv, White, Female,30, United-States, <=50K,2964
60, Private, HS-grad, Divorced, Tech-support, White, Female,40, United-States, <=50K,2597
47, Private, HS-grad, Divorced, Transport-moving, White, Male,40, United-States, <=50K,-1590
55, Other, Assoc-acdm, Married-civ-spouse, Other, Black, Male,40, United-States, >50K,7688
45, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K,-2179
39, Private, Some-college, Divorced, Adm-clerical, White, Female,45, United-States, <=50K,114
29, Private, Assoc-acdm, Never-married, Prof-specialty, White, Female,40, United-States, >50K,8614
77, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K,20051
19, Private, Some-college, Never-married, Adm-clerical, White, Female,20, United-States, <=50K,594
42, Other, Masters, Married-civ-spouse, Other, White, Female,48, United-States, >50K,-1887
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K,-2179
33, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,3908
28, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,7688
67, Private, Bachelors, Divorced, Exec-managerial, White, Female,5, United-States, <=50K,-2206
56, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, White, Female,20, United-States, >50K,27828
45, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,43, United-States, >50K,-1977
71, Other, Some-college, Married-civ-spouse, Other, White, Male,20, United-States, <=50K,3432
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,99999
65, Without-pay, HS-grad, Married-civ-spouse, Transport-moving, White, Male,20, United-States, <=50K,2414
46, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,4508
26, Private, 11th, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,3411
26, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1887
39, Private, 7th-8th, Never-married, Other-service, White, Male,35, United-States, <=50K,-1602
44, Private, Assoc-voc, Never-married, Priv-house-serv, White, Male,25, United-States, <=50K,594
28, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K,3908
35, Private, HS-grad, Never-married, Sales, White, Male,40, United-States, >50K,4787
39, Private, Prof-school, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
38, Private, Assoc-voc, Divorced, Prof-specialty, White, Female,40, United-States, >50K,14344
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, >50K,7298
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1485
33, Other, HS-grad, Married-civ-spouse, Other, White, Female,38, United-States, <=50K,-1485
40, Self-emp-inc, Assoc-acdm, Divorced, Sales, White, Female,40, United-States, <=50K,1506
25, Private, HS-grad, Never-married, Sales, White, Male,37, United-States, <=50K,-1504
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Male,36, United-States, >50K,-1902
52, Other, Masters, Married-civ-spouse, Other, White, Female,40, United-States, >50K,15024
45, Private, HS-grad, Divorced, Sales, Black, Male,40, United-States, <=50K,5455
19, Private, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,-2001
25, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1579
26, Private, Some-college, Never-married, Adm-clerical, White, Male,40, United-States, <=50K,2597
65, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,-2174
41, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, White, Female,40, United-States, >50K,7298
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,5013
28, Private, 10th, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K,-155
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K,-1902
46, Local-gov, Bachelors, Divorced, Prof-specialty, White, Female,25, United-States, >50K,4787
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1977
28, Private, HS-grad, Separated, Craft-repair, White, Male,40, United-States, <=50K,-1974
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, >50K,4386
63, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K,2174
41, Private, HS-grad, Divorced, Adm-clerical, Other, Female,40, United-States, <=50K,-625
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female,30, United-States, >50K,15024
37, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,7298
42, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Female,44, United-States, >50K,7430
29, Local-gov, Assoc-acdm, Never-married, Adm-clerical, White, Male,40, United-States, <=50K,3674
40, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
54, Private, 7th-8th, Divorced, Machine-op-inspct, White, Female,40, United-States, <=50K,-3900
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, Japan, >50K,15024
68, Private, Masters, Never-married, Adm-clerical, White, Female,20, United-States, <=50K,6360
24, Private, HS-grad, Never-married, Adm-clerical, White, Female,37, United-States, <=50K,-2001
70, Other, HS-grad, Married-civ-spouse, Other, White, Male,24, United-States, <=50K,2228
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,30, United-States, >50K,-1902
17, Private, 12th, Never-married, Other-service, White, Female,25, United-States, <=50K,-1721
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Black, Male,40, United-States, >50K,4386
64, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,10, United-States, <=50K,2635
43, Private, Bachelors, Divorced, Tech-support, White, Male,40, United-States, <=50K,-1876
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,5013
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
25, Private, HS-grad, Divorced, Other-service, White, Male,40, United-States, <=50K,2597
35, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Black, Male,35, United-States, >50K,7298
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States, <=50K,-2051
73, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-2246
18, Private, 12th, Never-married, Craft-repair, White, Male,20, United-States, <=50K,594
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Male,35, United-States, >50K,7298
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
54, Other, HS-grad, Divorced, Other, White, Female,25, United-States, <=50K,4416
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,10, United-States, >50K,7688
46, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,5178
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K,-2042
27, State-gov, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,4101
46, Local-gov, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, >50K,4787
58, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
59, Private, Masters, Never-married, Sales, White, Female,45, United-States, >50K,27828
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female,40, United-States, <=50K,-2002
62, Other, HS-grad, Married-civ-spouse, Other, White, Male,30, United-States, <=50K,2961
32, Private, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States, >50K,10520
42, Private, Masters, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,-1902
50, Private, Masters, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, <=50K,-1485
30, Federal-gov, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K,-1876
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
30, Private, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, >50K,13550
47, Private, 11th, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K,6849
39, Private, Some-college, Never-married, Prof-specialty, Black, Male,40, United-States, >50K,4787
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-2415
26, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,2885
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
22, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2407
44, Local-gov, Assoc-voc, Never-married, Tech-support, White, Male,40, United-States, <=50K,-1340
53, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, >50K,-1977
79, Other, 7th-8th, Married-civ-spouse, Other, White, Male,35, United-States, <=50K,1409
51, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, >50K,-2547
34, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male,10, United-States, <=50K,-2042
77, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, White, Female,1, United-States, <=50K,-1944
59, Private, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K,3942
28, Private, Some-college, Never-married, Tech-support, White, Female,40, United-States, <=50K,4865
52, Local-gov, Assoc-acdm, Divorced, Other-service, White, Female,30, United-States, <=50K,4865
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,4064
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
52, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,99999
21, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K,-1504
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,4386
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K,5013
47, Private, HS-grad, Married-civ-spouse, Other-service, Black, Female,40, United-States, <=50K,5013
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
35, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1887
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,4386
28, Local-gov, HS-grad, Separated, Adm-clerical, White, Female,40, United-States, <=50K,5721
25, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,-1876
55, Private, Some-college, Divorced, Adm-clerical, White, Female,20, United-States, <=50K,4650
42, Private, 7th-8th, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K,-2205
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,43, United-States, >50K,7688
33, Private, 12th, Divorced, Craft-repair, White, Male,42, United-States, <=50K,-2258
32, Private, Some-college, Separated, Tech-support, Amer-Indian-Eskimo, Male,40, United-States, <=50K,-1980
61, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K,2885
67, Private, 7th-8th, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K,10566
76, Other, Prof-school, Married-civ-spouse, Other, White, Male,20, United-States, <=50K,-1258
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,40, Cuba, <=50K,4508
36, Private, Assoc-acdm, Never-married, Prof-specialty, White, Male,45, United-States, <=50K,-1669
59, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,35, United-States, >50K,3103
49, Self-emp-inc, Bachelors, Divorced, Prof-specialty, White, Male,45, United-States, <=50K,6497
58, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1887
24, Local-gov, Some-college, Never-married, Protective-serv, Other, Male,40, United-States, <=50K,1151
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States, >50K,7298
65, Other, HS-grad, Married-civ-spouse, Other, White, Male,30, United-States, <=50K,2414
69, Private, HS-grad, Never-married, Transport-moving, White, Male,40, United-States, >50K,15831
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,15024
28, Private, 10th, Widowed, Adm-clerical, White, Female,35, United-States, <=50K,-2238
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1902
35, Private, 11th, Never-married, Craft-repair, White, Male,40, United-States, <=50K,6849
33, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1740
27, Private, Masters, Never-married, Prof-specialty, White, Female,45, United-States, <=50K,-1504
18, Private, 11th, Never-married, Other-service, Black, Male,23, United-States, <=50K,-1602
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K,3908
